timestamp,open,close,high,low,volume,datetime
1735689600,139394000.0,141320000.0,141631000.0,139000000.0,1854.53857148,2025-01-01
1735776000,141322000.0,143848000.0,144826000.0,140920000.0,3042.22989739,2025-01-02
1735862400,143848000.0,144655000.0,145755000.0,142619000.0,2373.01457904,2025-01-03
1735948800,144653000.0,144745000.0,145500000.0,144073000.0,1445.66845023,2025-01-04
1736035200,144767000.0,144700000.0,145357000.0,143513000.0,1416.06538296,2025-01-05
1736121600,144731000.0,150264000.0,150300000.0,144481000.0,3608.9652023,2025-01-06
1736208000,150255000.0,144789000.0,151000000.0,143500000.0,4327.71162265,2025-01-07
1736294400,144789000.0,142368000.0,145161000.0,140919000.0,4096.89543997,2025-01-08
1736380800,142375000.0,139740000.0,142776000.0,138810000.0,3561.45575976,2025-01-09
1736467200,139748000.0,142457000.0,143886000.0,139687000.0,3145.42115574,2025-01-10
1736553600,142614000.0,141771000.0,142617000.0,141175000.0,1137.28650288,2025-01-11
1736640000,141768000.0,142086000.0,143245000.0,141002000.0,1181.13699936,2025-01-12
1736726400,142074000.0,142108000.0,143500000.0,137500000.0,4243.48992091,2025-01-13
1736812800,142108000.0,143501000.0,144999000.0,141684000.0,2548.98311136,2025-01-14
1736899200,143546000.0,147309000.0,147724000.0,142997000.0,3708.08865004,2025-01-15
1736985600,147309000.0,146670000.0,147804000.0,144102000.0,3192.45019417,2025-01-16
1737072000,146750000.0,152345000.0,155509000.0,146661000.0,4834.721595,2025-01-17
1737158400,152434000.0,155801000.0,156530000.0,151533000.0,3748.13380163,2025-01-18
1737244800,155720000.0,154000000.0,159999000.0,150903000.0,7113.5465532,2025-01-19
1737331200,154000000.0,153225000.0,163325000.0,151518000.0,10945.25324846,2025-01-20
1737417600,153225000.0,157571000.0,158490000.0,151038000.0,4441.84077005,2025-01-21
1737504000,157571000.0,154999000.0,157791000.0,154486000.0,2227.73336919,2025-01-22
1737590400,154999000.0,155112000.0,158920000.0,152000000.0,4954.0302646,2025-01-23
1737676800,155112000.0,157146000.0,159000000.0,154000000.0,2922.35240081,2025-01-24
1737763200,157170000.0,157200000.0,157832000.0,156889000.0,1044.63297991,2025-01-25
1737849600,157200000.0,156100000.0,157933000.0,156000000.0,1222.93708628,2025-01-26
1737936000,156100000.0,154919000.0,157075000.0,151260000.0,5043.13655799,2025-01-27
